uai,school_name,school_level,code_commune,commune,epci_code,epci_nom,code_departement,departement,students_total,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
0594067A,Ecole primaire privée Marie Auxiliatrice,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,584,50.68046,3.192769,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.269,1,2,2,4
0594075J,Ecole primaire privée Mère Térèsa,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,263,50.70418,3.17638,StopArea:OCE87286732,Roubaix,,1.319,0,0,0,0
0593937J,Ecole primaire privée Notre-Dame de Lourdes - Saint Nicolas,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,192,50.686852,3.19591,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.493,1,2,2,4
0596117D,Ecole primaire privée Saint François d'Assise Sainte Famille,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,242,50.699442,3.184809,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.961,0,1,0,2
0596726R,Ecole primaire privée Saint Jean-Baptiste,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,378,50.679365,3.180459,STOPAREA:59:1919,ROUBAIX - Fraternité,,1.075,0,0,0,0
0594068B,Ecole primaire privée Saint Louis,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,227,50.69447,3.17761,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.397,1,1,2,2
0593811X,Ecole primaire privée Sainte Bernadette,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,315,50.670234,3.184339,STOPAREA:59:1149,HEM - Poste,,1.111,0,0,0,0
0594069C,Ecole primaire privée Sainte Marie,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,466,50.686764,3.16664,StopArea:OCE87286732,Roubaix,,1.002,0,0,0,0
0596645C,Ecole primaire publique Blaise Pascal,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,177,50.703283,3.16794,StopArea:OCE87286732,Roubaix,bus | rail,0.914,0,1,0,38
0596541P,Ecole primaire publique Buffon,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,343,50.699699,3.180071,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.933,0,1,0,2
0596863P,Ecole primaire publique Edmond Rostand,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,99,50.686646,3.1748,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.643,0,1,0,2
0596646D,Ecole primaire publique Pierre Brossolette,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,460,50.67077,3.1939,STOPAREA:59:1293,LANNOY - Lannoy Place,,1.237,0,0,0,0
0592825A,Ecole élémentaire Albert Camus,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,323,50.690787,3.18426,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.291,2,2,4,4
0592080R,Ecole élémentaire Edouard Vaillant,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,101,50.676385,3.175069,STOPAREA:59:1919,ROUBAIX - Fraternité,,1.553,0,0,0,0
0592073H,Ecole élémentaire Lakanal,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,133,50.688244,3.162099,StopArea:OCE87281055,Croix l'Allumette,bus | rail,0.79,0,2,0,48
0592074J,Ecole élémentaire Littré,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,144,50.69568,3.15747,StopArea:OCE87286732,Roubaix,bus | rail,0.426,1,1,38,38
0592079P,Ecole élémentaire Léon Jouhaux,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,112,50.678246,3.1773,STOPAREA:59:1919,ROUBAIX - Fraternité,,1.326,0,0,0,0
0594215L,Ecole élémentaire Léon Marlot,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,225,50.675837,3.18683,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.931,0,1,0,2
0592059T,Ecole élémentaire Montaigne,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,138,50.695791,3.1859,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.64,0,2,0,4
0592084V,Ecole élémentaire Montesquieu,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,116,50.681334,3.17943,STOPAREA:59:1917,ROUBAIX - Buisine,,1.018,0,0,0,0
0592089A,Ecole élémentaire Pierre de Ronsard niveau 1,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,92,50.684096,3.201029,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.468,1,2,2,4
0594214K,Ecole élémentaire Pierre de Ronsard niveau 2,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,151,50.683371,3.20161,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.483,1,1,2,2
0592083U,Ecole élémentaire Pierre de Roubaix,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,149,50.689663,3.18793,STOPAREA:59:1917,ROUBAIX - Buisine,bus,0.172,1,3,2,6
0592058S,Ecole élémentaire Simone Veil,École,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,492,50.702644,3.177338,StopArea:OCE87286732,Roubaix,,1.253,0,0,0,0
0590182C,Lycée Charles Baudelaire,Lycée GT,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,634,50.679445,3.16798,StopArea:OCE87281055,Croix l'Allumette,,1.442,0,0,0,0
0590184E,Lycée Jean Rostand,Lycée GT + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,368,50.69627,3.19694,STOPAREA:59:1917,ROUBAIX - Buisine,,1.056,0,0,0,0
0590181B,Lycée Maxence Van Der Meersch,Lycée GT,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,608,50.681281,3.20722,STOPAREA:59:1919,ROUBAIX - Fraternité,bus,0.878,0,1,0,2
0592921E,Lycée Saint-Rémi,Lycée GT + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,1589,50.694216,3.181115,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.33,1,2,2,4
0590185F,Lycée polyvalent Jean Moulin,Lycée GT + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,1033,50.685334,3.172906,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.84,0,1,0,2
0592963A,Lycée polyvalent Saint-Martin,Collège + Lycée GT + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,489,50.687019,3.17105,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.802,0,1,0,2
0590189K,Lycée professionnel Lavoisier,Collège + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,377,50.694904,3.18467,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.509,0,2,0,4
0590187H,Lycée professionnel Louis Loucheur,Collège + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,275,50.677625,3.17526,STOPAREA:59:1919,ROUBAIX - Fraternité,,1.485,0,0,0,0
0592964B,Lycée professionnel Léonard de Vinci,Collège + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,190,50.694216,3.181115,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.33,1,2,2,4
0592973L,Lycée professionnel Saint-François d'Assise,Collège + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,417,50.697307,3.173999,StopArea:OCE87286732,Roubaix,bus | rail,0.764,0,2,0,40
0590186G,Lycée professionnel Turgot,Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,451,50.695975,3.180011,STOPAREA:59:1918,ROUBAIX - Eurotéléport,bus,0.519,0,1,0,2
0594391C,École supérieure des arts appliqués et du textile,Lycée GT + Lycée pro / BTS,59512,Roubaix,200093201,Métropole Européenne de Lille,59,59 - Nord,784,50.695815,3.168561,StopArea:OCE87286732,Roubaix,bus | rail,0.357,1,2,38,40
0596394E,Ecole maternelle René Soetard,École,59522,Sailly-lez-Lannoy,200093201,Métropole Européenne de Lille,59,59 - Nord,64,50.64807,3.22357,STOPAREA:59:1943,SAILLY LEZ LANNOY - Tabac,bus,0.155,2,3,10,15
0592134Z,Ecole élémentaire René Soetard,École,59522,Sailly-lez-Lannoy,200093201,Métropole Européenne de Lille,59,59 - Nord,126,50.648474,3.222609,STOPAREA:59:1943,SAILLY LEZ LANNOY - Tabac,bus,0.162,2,3,10,15
0592136B,Ecole primaire Antoine De Saint-Exupéry,École,59523,Sainghin-en-Mélantois,200093201,Métropole Européenne de Lille,59,59 - Nord,153,50.587238,3.17105,STOPAREA:59:1954,SAINGHIN EN MELANTOIS - Le Tilleul,bus,0.327,2,4,67,127
0594081R,Ecole primaire privée Saint Joseph,École,59523,Sainghin-en-Mélantois,200093201,Métropole Européenne de Lille,59,59 - Nord,216,50.590583,3.16246,STOPAREA:59:1953,SAINGHIN EN MELANTOIS - Le Sénat,bus,0.349,3,5,69,178
0592139E,Ecole maternelle Thomas Pesquet,École,59524,Sainghin-en-Weppes,200093201,Métropole Européenne de Lille,59,59 - Nord,152,50.562356,2.9016,STOPAREA:59:2599,SAINGHIN EN WEPPES - Poste,bus,0.086,4,6,47,77
0594118F,Ecole primaire privée Sainte Marie,École,59524,Sainghin-en-Weppes,200093201,Métropole Européenne de Lille,59,59 - Nord,183,50.561971,2.902641,STOPAREA:59:1960,SAINGHIN EN WEPPES - Marie Curie,bus,0.093,4,6,47,77
0592137C,Ecole élémentaire Yann Arthus-Bertrand,École,59524,Sainghin-en-Weppes,200093201,Métropole Européenne de Lille,59,59 - Nord,255,50.56332,2.901845,STOPAREA:59:2599,SAINGHIN EN WEPPES - Poste,bus,0.118,4,6,47,77
0593228N,Collège Jean Moulin,Collège,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,401,50.658507,3.049354,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,bus | rail,0.293,3,4,44,46
0592911U,Collège Saint-Joseph,Collège,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,333,50.662618,3.05376,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,bus,0.286,2,3,4,6
0592157Z,Ecole maternelle Desbordes-Valmore,École,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,170,50.663056,3.05028,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,bus | rail,0.226,2,4,4,46
0594567U,Ecole primaire Les Peupliers,École,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,357,50.662367,3.03912,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,bus,0.82,0,2,0,4
0593842F,Ecole primaire privée La Cessoie,École,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,317,50.662155,3.033731,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,,1.193,0,0,0,0
0593841E,Ecole primaire privée Saint Joseph,École,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,484,50.653153,3.048091,StopArea:OCE87286195,Saint-André,bus | rail,0.132,2,3,42,44
0592156Y,Ecole élémentaire Curie - Ferry niveau 1,École,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,272,50.664177,3.05256,STOPAREA:59:2660,SAINT ANDRE LEZ LILLE - Lommelet,bus,0.273,2,3,4,6
0592832H,Lycée professionnel Vertes Feuilles,Collège + Lycée pro / BTS,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,59 - Nord,195,50.66123,3.03663,STOPAREA:59:2167,SAINT ANDRE LEZ LILLE - Mairie,bus,0.982,0,1,0,2
0594218P,Ecole primaire Mendès-France-La Buissonnière,École,59550,Salomé,200093201,Métropole Européenne de Lille,59,59 - Nord,319,50.532798,2.839629,STOPAREA:59:2026,SALOME - Place des Ecoles,bus,0.068,4,8,29,51
0594087X,Ecole primaire privée Sainte Famille,École,59553,Santes,200093201,Métropole Européenne de Lille,59,59 - Nord,255,50.59707,2.955939,STOPAREA:59:2036,SANTES - Eglise,bus | rail,0.083,3,9,29,117
0596625F,Ecole primaire publique Henri Matisse,École,59553,Santes,200093201,Métropole Européenne de Lille,59,59 - Nord,339,50.595504,2.962781,STOPAREA:59:2037,SANTES - Faidherbe,bus | rail,0.247,5,9,75,117
0593145Y,Collège Immaculée Conception,Collège,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,754,50.555426,3.032631,STOPAREA:59:2090,SECLIN - Route de Pont à Marcq,bus | rail,0.157,5,12,199,491
0593662K,Collège Jean Demailly,Collège,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,500,50.54375,3.01488,STOPAREA:59:2077,SECLIN - Collège Jean Demailly,bus,0.014,3,5,100,193
0594844V,Ecole maternelle Jacques Duclos,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,54,50.543244,3.0195,STOPAREA:59:2074,SECLIN - Apolda,bus,0.154,4,7,188,268
0592228B,Ecole maternelle La Fontaine,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,125,50.549619,3.03411,STOPAREA:59:2091,SECLIN - Saint Piat,bus | rail,0.012,9,14,349,595
0595514Y,Ecole maternelle Louise Michel-Marie Curie,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,214,50.545473,3.03192,STOPAREA:59:2081,SECLIN - Gare SNCF,bus | rail,0.305,6,13,272,516
0592693G,Ecole maternelle Paul Durot,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,238,50.547588,3.03975,STOPAREA:59:2078,SECLIN - Ecole,bus | rail,0.264,4,10,178,393
0595981F,Ecole primaire privée Immaculée-Conception,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,563,50.552891,3.032289,STOPAREA:59:2076,SECLIN - Collège Immaculée Conception,bus | rail,0.081,6,14,217,623
0595041J,Ecole élémentaire Adolphe Dutoit,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,156,50.545473,3.03192,STOPAREA:59:2081,SECLIN - Gare SNCF,bus | rail,0.305,6,13,272,516
0595505N,Ecole élémentaire Jules Verne niveau 2,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,108,50.550104,3.032879,STOPAREA:59:2091,SECLIN - Saint Piat,bus | rail,0.107,8,15,299,628
0592642B,Ecole élémentaire Paul Durot,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,169,50.547516,3.04212,STOPAREA:59:2078,SECLIN - Ecole,bus | rail,0.14,1,10,44,393
0594230C,Ecole élémentaire Paul Langevin niveau 1,École,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,169,50.552394,3.03387,STOPAREA:59:2076,SECLIN - Collège Immaculée Conception,bus | rail,0.169,8,13,355,535
0592833J,Lycée professionnel Les Hauts de Flandre,Collège + Lycée GT + Lycée pro / BTS,59560,Seclin,200093201,Métropole Européenne de Lille,59,59 - Nord,467,50.543953,3.02593,STOPAREA:59:2083,SECLIN - Hôtel de Ville,bus | rail,0.16,2,11,93,483
0592681U,Ecole maternelle Paul Godin,École,59566,Sequedin,200093201,Métropole Européenne de Lille,59,59 - Nord,63,50.629035,2.98571,STOPAREA:59:2106,SEQUEDIN - Archelois,bus,0.089,4,6,7,13
0592241R,Ecole primaire Felix Vanoverschelde,École,59566,Sequedin,200093201,Métropole Européenne de Lille,59,59 - Nord,322,50.623468,2.98042,STOPAREA:59:2109,SEQUEDIN - Muchembus,bus,0.354,2,7,3,16
0592706W,Ecole élémentaire Paul Godin,École,59566,Sequedin,200093201,Métropole Européenne de Lille,59,59 - Nord,109,50.627523,2.98406,STOPAREA:59:2110,SEQUEDIN - Petite Couture,bus,0.189,4,6,7,13
0592303H,Ecole primaire Dolto - Pasteur,École,59585,Templemars,200093201,Métropole Européenne de Lille,59,59 - Nord,368,50.570153,3.055554,STOPAREA:59:2270,TEMPLEMARS - Eglise,bus,0.152,1,3,1,98
0593854U,Ecole primaire privée Saint Pierre,École,59598,Toufflers,200093201,Métropole Européenne de Lille,59,59 - Nord,181,50.659433,3.22884,STOPAREA:59:2317,TOUFFLERS - Le Pinçon,bus,0.684,0,3,0,9
0595162R,Groupe scolaire Aragon - Prévert,École,59598,Toufflers,200093201,Métropole Européenne de Lille,59,59 - Nord,276,50.660143,3.23067,STOPAREA:59:2317,TOUFFLERS - Le Pinçon,bus,0.832,0,2,0,7
0594293W,Collège Albert Roussel,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,508,50.723101,3.16844,StopArea:OCE87286542,Tourcoing,bus | rail,0.698,0,1,0,38
0596860L,Collège Lucie Aubrac,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,574,50.730967,3.13039,STOPAREA:59:1895,RONCQ - La Rousselle,,1.166,0,0,0,0
0594394F,Collège Marie Curie,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,513,50.718869,3.15455,StopArea:OCE87286542,Tourcoing,bus | rail,0.976,0,1,0,38
0593140T,Collège Notre-Dame Immaculée,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,825,50.724729,3.154585,StopArea:OCE87286542,Tourcoing,,1.291,0,0,0,0
0592714E,Collège Pierre Mendès France,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,380,50.736039,3.189489,StopArea:OCE88857040,Mouscron,,2.509,0,0,0,0
0596846W,Collège Sacré-Coeur,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,800,50.722809,3.14858,StopArea:OCE87286542,Tourcoing,,1.522,0,0,0,0
0593152F,EIC-Collège Cardinal Liénart,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,188,50.728557,3.15604,StopArea:OCE87286542,Tourcoing,,1.554,0,0,0,0
0593217B,EIC-Collège Charles Péguy,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,1216,50.720166,3.151411,StopArea:OCE87286542,Tourcoing,,1.227,0,0,0,0
0593149C,EIC-Collège Charles de Foucauld,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,476,50.725597,3.133869,STOPAREA:59:0382,BONDUES - Bois d'Achelles,,1.659,0,0,0,0
0593150D,EIC-Collège Saint-Gabriel,Collège,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,380,50.733127,3.17857,StopArea:OCE87286542,Tourcoing,,1.959,0,0,0,0
0592966D,EIC-Lycée polyvalent Jehanne d'Arc,Collège + Lycée GT + Lycée pro / BTS,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,525,50.721175,3.14999,StopArea:OCE87286542,Tourcoing,,1.359,0,0,0,0
0592980U,EIC-Lycée polyvalent Marie Noël,Collège + Lycée GT + Lycée pro / BTS,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,566,50.722855,3.16688,StopArea:OCE87286542,Tourcoing,bus | rail,0.675,0,1,0,38
0592965C,EIC-Lycée polyvalent industriel et commercial,Collège + Lycée GT + Lycée pro / BTS,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,2380,50.720819,3.150511,StopArea:OCE87286542,Tourcoing,,1.311,0,0,0,0
0592826B,Ecole maternelle Albert Camus,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,110,50.743397,3.18365,STOPAREA:59:1644,NEUVILLE EN FERRAIN - Eglise,,2.285,0,0,0,0
0592343B,Ecole maternelle Balzac,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,88,50.714474,3.16918,StopArea:OCE87286542,Tourcoing,bus | rail,0.274,1,1,38,38
0592344C,Ecole maternelle Claude Bernard,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,108,50.697608,3.15167,StopArea:OCE87286732,Roubaix,bus | rail,0.865,0,1,0,38
0592707X,Ecole maternelle Edouard Branly,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,76,50.731188,3.14677,StopArea:OCE87286542,Tourcoing,,2.188,0,0,0,0
0592340Y,Ecole maternelle Edouard Herriot,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,101,50.72307,3.13604,STOPAREA:59:0382,BONDUES - Bois d'Achelles,,1.783,0,0,0,0
0592363Y,Ecole maternelle Jacquard,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,81,50.719266,3.147519,StopArea:OCE87286542,Tourcoing,,1.469,0,0,0,0
0595369R,Ecole maternelle Jacques Prévert,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,120,50.710339,3.15839,StopArea:OCE87286542,Tourcoing,bus | rail,0.99,0,1,0,38
0592357S,Ecole maternelle La Fontaine,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,180,50.731826,3.1564,StopArea:OCE87286542,Tourcoing,,1.858,0,0,0,0
0592341Z,Ecole maternelle Lamartine,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,94,50.731816,3.18132,StopArea:OCE87286542,Tourcoing,,1.912,0,0,0,0
0592364Z,Ecole maternelle Marcel Henaux,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,69,50.734976,3.16958,StopArea:OCE87286542,Tourcoing,,2.021,0,0,0,0
0595104C,Ecole maternelle Maria Dron,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,111,50.713396,3.15282,StopArea:OCE87286542,Tourcoing,,1.137,0,0,0,0
0595672V,Ecole maternelle Michelet,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,117,50.726762,3.16359,StopArea:OCE87286542,Tourcoing,,1.148,0,0,0,0
0592342A,Ecole maternelle Pasteur,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,179,50.724928,3.175751,StopArea:OCE87286542,Tourcoing,,1.052,0,0,0,0
0592358T,Ecole maternelle Paul Bert,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,109,50.726386,3.15473,StopArea:OCE87286542,Tourcoing,,1.416,0,0,0,0
0592361W,Ecole maternelle Paul Claudel,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,117,50.737055,3.17235,STOPAREA:59:1644,NEUVILLE EN FERRAIN - Eglise,,2.025,0,0,0,0
0592337V,Ecole maternelle Pierre Brossolette,École,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,59 - Nord,108,50.731443,3.134419,STOPAREA:59:1895,RONCQ - La Rousselle,,1.42,0,0,0,0
